Arrangement Number,Country Name,Country Code,Arrangement Type,Approval Date,Approval Year,Initial End date,Initial End Year,Duration Of Annual Arrangement From,Duration Of Annual Arrangement To,Program Type,Review Type,Review Sequence,Doc. Num,Facilitycode,Inipgmyr,Fycy,Totalaccess,Precautionary,Purchase,Purchaseschedule,Setaside,Comments,Sort
359,MADAGASCAR                         ,674,PRGF ,3/1/2001,2001,11/30/2004,2004,3/1/2003,2/28/2004,P1,R2,BLANK,EBS/02/209,NO FACILITY,2001,CY,79.43,NULL,Yes,Original,NULL,"The second review under the PRGF-supported program was delayed due to the 2002 political crisis.  At that time, an extension of the PRGF arrangement from end-February 2004 to end-November 2004 was requested.",2
359,MADAGASCAR                         ,674,PRGF ,3/1/2001,2001,11/30/2004,2004,3/1/2004,11/30/2004,P1,R3,BLANK,EBS/03/81,NO FACILITY,2001,CY,79.43,NULL,Yes,Original,NULL,"The second review under the PRGF-supported program was delayed due to the 2002 political crisis.  At that time, an extension of the PRGF arrangement from end-February 2004 to end-November 2004 was requested.",3
359,MADAGASCAR                         ,674,PRGF ,3/1/2001,2001,3/1/2005,2005,NULL,NULL,P1,R4,BLANK,EBS/04/33,NO FACILITY,2001,CY,91.7,NULL,Yes,Revised ,NULL,"The second review under the PRGF-supported program was delayed due to the 2002 political crisis.  At that time, an extension of the PRGF arrangement from end-February 2004 to end-November 2004 was requested.  At time of fourth review, the Executive Board approved to augment the access under the PRGF of the equivalend of SDR 12.2 million due to the expected impact arising from cyclones that hit Madagascar in early March 2004.  An extension of the arrangement until March 1, 2005, will allow for the rephasing of disbursements.",4
359,MADAGASCAR                         ,674,PRGF ,3/1/2001,2001,3/1/2005,2005,NULL,NULL,P1,R5,BLANK,EBS/04/140,NO FACILITY,2001,CY,91.7,NULL,Yes,Revised ,NULL,"The second review under the PRGF-supported program was delayed due to the 2002 political crisis.  At that time, an extension of the PRGF arrangement from end-February 2004 to end-November 2004 was requested.  At time of fourth review, the Executive Board approved to augment the access under the PRGF of the equivalend of SDR 12.2 million due to the expected impact arising from cyclones that hit Madagascar in early March 2004.  An extension of the arrangement until March 1, 2005, will allow for the rephasing of disbursements.",5
359,MADAGASCAR                         ,674,PRGF ,3/1/2001,2001,3/1/2005,2005,NULL,NULL,P1,R6,L,EBS/05/15,NO FACILITY,2001,CY,91.7,NULL,Yes,Revised ,NULL,"The second review under the PRGF-supported program was delayed due to the 2002 political crisis.  At that time, an extension of the PRGF arrangement from end-February 2004 to end-November 2004 was requested.  At time of fourth review, the Executive Board approved to augment the access under the PRGF of the equivalend of SDR 12.2 million due to the expected impact arising from cyclones that hit Madagascar in early March 2004.  An extension of the arrangement until March 1, 2005, will allow for the rephasing of disbursements.",6
65,MALAWI                             ,676,SBA  ,11/16/1994,1994,6/30/1995,1995,NULL,NULL,P1,OldBoardApproval,E,EBS /94/207,NO FACILITY,1994,CY,15.015,NULL,Yes,Original,NULL,NULL,-1
65,MALAWI                             ,676,SBA  ,11/16/1994,1994,6/30/1995,1995,NULL,NULL,P1,OC  ,L,EBS/95/161,NO FACILITY,1994,CY,15.015,NULL,Yes,Original,NULL,NULL,0
131,MALAWI                             ,676,ESAF ,10/18/1995,1995,10/17/1998,1998,10/18/1995,10/17/1996,P1,OldBoardApproval,E,EBS /95/161,NO FACILITY,1995,CY,45.8,NULL,Yes,Original,NULL,NULL,-1
131,MALAWI                             ,676,ESAF ,10/18/1995,1995,10/17/1998,1998,10/18/1995,10/17/1996,P1,R1,L,EBS/96/86,NO FACILITY,1995,CY,45.8,NULL,Yes,Revised ,NULL,NULL,1
229,MALAWI                             ,676,ESAF ,10/18/1995,1995,10/17/1998,1998,12/4/1996,12/3/1997,P2,OldBoardApproval,E,EBS/96/117,NO FACILITY,1997,CY,45.8,NULL,Yes,Original,NULL,NULL,-1
229,MALAWI                             ,676,ESAF ,10/18/1995,1995,10/17/1998,1998,12/4/1996,12/3/1997,P2,R1,L,EBS/97/166,NO FACILITY,1997,CY,45.8,NULL,Yes,Revised ,NULL,NULL,1
285,MALAWI                             ,676,ESAF ,10/18/1995,1995,12/16/1999,1999,12/17/1998,12/16/1999,P3,OldBoardApproval,E,EBS/98/209,NO FACILITY,1998,CY,50.96,NULL,Yes,Revised ,NULL,NULL,-1
285,MALAWI                             ,676,ESAF ,10/18/1995,1995,12/16/1999,1999,12/17/1998,12/16/1999,P3,R1,L,EBS/99/192,NO FACILITY,1998,CY,50.96,NULL,Yes,Revised ,NULL,NULL,1
409,MALAWI                             ,676,PRGF ,12/21/2000,2000,12/20/2003,2003,NULL,NULL,P1,OldBoardApproval,E,EBS/00/263,NO FACILITY,2000,CY,45.11,NULL,Yes,Original,NULL,NULL,-1
409,MALAWI                             ,676,PRGF ,12/21/2000,2000,12/20/2004,2004,NULL,NULL,P1,R1,L,EBS/03/133,NO FACILITY,2000,CY,45.11,NULL,Yes,Revised ,NULL,"At the time of the first review in principle (10/20/03), the Executive Board agreed to extend the arrangement through December 20, 2004.  Owing to serious slippages in macroeconomic policies, and recurrent droughts that complicated macroeconomic management, the first review was delayed.  In April 2004, a day prior to the second review,  this PRGF was cancelled.",1
20,MALI                               ,678,ESAF ,8/28/1992,1992,8/27/1995,1995,8/28/1992,8/27/1993,P1,OldBoardApproval,E,EBS /92/125,NO FACILITY,1992,CY,79.24,NULL,Yes,Original,NULL,NULL,-1
20,MALI                               ,678,ESAF ,8/28/1992,1992,8/27/1995,1995,8/31/1992,8/31/1993,P1,OC  ,L,EBS /94/ 20,NO FACILITY,1992,CY,79.24,NULL,Yes,Original,NULL,NULL,0
20,MALI                               ,678,ESAF ,8/28/1992,1992,8/27/1995,1995,8/31/1992,8/31/1993,P1,R1,BLANK,EBS /93/ 47,NO FACILITY,1992,CY,79.24,NULL,Yes,Original,NULL,NULL,1
101,MALI                               ,678,ESAF ,8/28/1992,1992,8/27/1995,1995,3/16/1994,3/15/1995,P2,OldBoardApproval,E,EBS /94/ 20,NO FACILITY,1994,CY,79.24,NULL,Yes,Original,NULL,NULL,-1
101,MALI                               ,678,ESAF ,8/28/1992,1992,8/27/1995,1995,3/16/1994,3/15/1995,P2,OC  ,L,EBS /95/ 35,NO FACILITY,1994,CY,79.24,NULL,Yes,Original,NULL,NULL,0
101,MALI                               ,678,ESAF ,8/28/1992,1992,8/27/1995,1995,NULL,NULL,P2,R1,BLANK,EBS /94/186,NO FACILITY,1994,CY,79.24,NULL,Yes,Original,NULL,NULL,1
102,MALI                               ,678,ESAF ,8/28/1992,1992,4/10/1996,1996,4/11/1995,4/10/1996,P3,OldBoardApproval,E,EBS /95/ 35,NO FACILITY,1995,CY,79.2,NULL,Yes,Revised ,NULL,NULL,-1
102,MALI                               ,678,ESAF ,8/28/1992,1992,4/10/1996,1996,4/1/1995,3/31/1996,P3,R1,L,EBS /95/160,NO FACILITY,1995,CY,79.2,NULL,Yes,Revised ,NULL,NULL,1
179,MALI                               ,678,ESAF ,4/10/1996,1996,4/9/1999,1999,4/10/1996,4/9/1997,P1,OldBoardApproval,E,EBS /96/ 49,NO FACILITY,1996,CY,62.01,NULL,Yes,Original,NULL,NULL,-1
179,MALI                               ,678,ESAF ,4/10/1996,1996,4/9/1999,1999,4/10/1996,4/9/1997,P1,R1,L,EBS/96/169,NO FACILITY,1996,CY,62.01,NULL,Yes,Original,NULL,Disbursement date to be confirmed by TRE upon receipt of relevant bank cables.,1
208,MALI                               ,678,ESAF ,4/10/1996,1996,4/9/1999,1999,4/21/1997,4/20/1998,P2,OldBoardApproval,E,EBS/97/65,NO FACILITY,1997,CY,62.01,NULL,Yes,Original,NULL,NULL,-1
208,MALI                               ,678,ESAF ,4/10/1996,1996,4/9/1999,1999,4/21/1997,4/20/1998,P2,R1,L,EBS/97/228,NO FACILITY,1997,CY,62.01,NULL,Yes,Revised ,NULL,NULL,1
263,MALI                               ,678,ESAF ,4/10/1996,1996,4/9/1999,1999,8/6/1998,8/5/1999,P3,OldBoardApproval,E,EBS/98/127,NO FACILITY,1998,CY,62.01,NULL,Yes,Revised ,NULL,NULL,-1
263,MALI                               ,678,ESAF ,4/10/1996,1996,4/9/1999,1999,8/6/1998,8/5/1999,P3,R1,L,EBS/99/9,NO FACILITY,1998,CY,62.01,NULL,Yes,Revised ,NULL,NULL,1
309,MALI                               ,678,ESAF ,8/6/1999,1999,8/5/2002,2002,8/6/1999,8/5/2000,P1,OldBoardApproval,E,EBS/99/129,NO FACILITY,1999,CY,46.65,NULL,Yes,Original,NULL,NULL,-1
309,MALI                               ,678,ESAF ,8/6/1999,1999,8/5/2002,2002,NULL,NULL,P1,R1,BLANK,EBS/00/162,NO FACILITY,1999,CY,46.65,NULL,Yes,Revised ,NULL,Disbursements rephased as first review could not be completed for more than half a year.,1
309,MALI                               ,678,ESAF ,8/6/1999,1999,8/5/2003,2003,NULL,NULL,P1,R2,BLANK,EBS/01/113,NO FACILITY,1999,CY,51.315,NULL,Yes,Revised ,NULL,"The amount of the arrangement was augmented by the equivalent of SDR 4.665 million as a one-time disbursement upon completion of the second review (in July 2001), and with an extension to August 5, 2003.",2
309,MALI                               ,678,ESAF ,8/6/1999,1999,8/5/2003,2003,NULL,NULL,P1,R3,BLANK,EBS/01/204,NO FACILITY,1999,CY,51.315,NULL,Yes,Revised ,NULL,"The amount of the arrangement was augmented by the equivalent of SDR 4.665 million as a one-time disbursement upon completion of the second review (in July 2001), and with an extension to August 5, 2003.",3
309,MALI                               ,678,ESAF ,8/6/1999,1999,8/5/2003,2003,NULL,NULL,P1,R4,BLANK,ebs/02/127,NO FACILITY,1999,CY,51.315,NULL,Yes,Revised ,NULL,"The amount of the arrangement was augmented by the equivalent of SDR 4.665 million as a one-time disbursement upon completion of the second review (in July 2001), and with an extension to August 5, 2003.",4
309,MALI                               ,678,ESAF ,8/6/1999,1999,8/5/2003,2003,NULL,NULL,P1,R5,BLANK,EBS/03/16,NO FACILITY,1999,CY,51.315,NULL,Yes,Revised ,NULL,"The amount of the arrangement was augmented by the equivalent of SDR 4.665 million as a one-time disbursement upon completion of the second review (in July 2001), and with an extension to August 5, 2003.",5
309,MALI                               ,678,ESAF ,8/6/1999,1999,8/5/2003,2003,NULL,NULL,P1,R6,L,EBS/03/92,NO FACILITY,1999,CY,51.315,NULL,Yes,Revised ,NULL,"The amount of the arrangement was augmented by the equivalent of SDR 4.665 million as a one-time disbursement upon completion of the second review (in July 2001), and with an extension to August 5, 2003.",6
22,MAURITANIA                         ,682,ESAF ,12/9/1992,1992,12/8/1994,1994,12/9/1992,12/8/1993,P1,OldBoardApproval,E,EBS /92/180,NO FACILITY,1992,CY,33.9,NULL,Yes,Original,NULL,CPI data is period average.,-1
22,MAURITANIA                         ,682,ESAF ,12/9/1992,1992,12/8/1994,1994,12/9/1992,12/8/1993,P1,R1,L,EBS /93/105,NO FACILITY,1992,CY,33.9,NULL,Yes,Original,NULL,CPI data is period average.,1
167,MAURITANIA                         ,682,ESAF ,12/9/1992,1992,12/8/1994,1994,12/9/1992,12/8/1993,P2,OldBoardApproval,E,EBS /93/208,NO FACILITY,1994,CY,33.9,NULL,Yes,Original,NULL,"Program was extended to January 25, 1995.  CPI data is period average.",-1
167,MAURITANIA                         ,682,ESAF ,12/9/1992,1992,12/8/1994,1994,1/26/1994,1/25/1995,P2,R1,L,EBS /94/140,NO FACILITY,1994,CY,33.9,NULL,Yes,Original,NULL,"Program was extended to January 25, 1995.  CPI data is period average.",1
168,MAURITANIA                         ,682,ESAF ,1/25/1995,1995,1/24/1998,1998,1/25/1995,1/24/1996,P1,OldBoardApproval,E,EBS /95/  2,NO FACILITY,1995,CY,42.75,NULL,Yes,Original,NULL,CPI data is period average.,-1
168,MAURITANIA                         ,682,ESAF ,1/25/1995,1995,1/24/1998,1998,1/25/1995,1/24/1996,P1,R1,L,EBS /95/127,NO FACILITY,1995,CY,42.75,NULL,Yes,Original,NULL,CPI data is period average.,1
169,MAURITANIA                         ,682,ESAF ,1/25/1995,1995,1/24/1998,1998,4/17/1996,4/16/1997,P2,OldBoardApproval,E,EBS /96/ 60,NO FACILITY,1996,CY,42.75,NULL,Yes,Original,NULL,CPI data is period average.,-1
169,MAURITANIA                         ,682,ESAF ,1/25/1995,1995,1/24/1998,1998,4/17/1996,4/16/1997,P2,R1,L,EBS /96/ 17,NO FACILITY,1996,CY,42.75,NULL,Yes,Original,NULL,CPI data is period average.,1
250,MAURITANIA                         ,682,ESAF ,1/25/1995,1995,1/24/1998,1998,7/14/1997,7/13/1998,P3,OldBoardApproval,E,EBS/97/120,NO FACILITY,1997,CY,42.75,NULL,Yes,Original,NULL,NULL,-1
250,MAURITANIA                         ,682,ESAF ,1/25/1995,1995,1/24/1998,1998,7/14/1997,7/13/1998,P3,R1,L,EBS/97/217,NO FACILITY,1997,CY,42.75,NULL,Yes,Original,NULL,NULL,1
313,MAURITANIA                         ,682,ESAF ,7/21/1999,1999,7/20/2002,2002,7/21/1999,7/20/2000,P1,OldBoardApproval,E,EBS/99/120,NO FACILITY,1999,CY,42.49,NULL,Yes,Original,NULL,NULL,-1
313,MAURITANIA                         ,682,ESAF ,7/21/1999,1999,7/20/2002,2002,NULL,NULL,P1,R1,BLANK,EBS/00/99,NO FACILITY,1999,CY,42.49,NULL,Yes,Original,NULL,NULL,1
313,MAURITANIA                         ,682,ESAF ,7/21/1999,1999,7/20/2002,2002,NULL,NULL,P1,R2,BLANK,EBS/00/287,NO FACILITY,1999,CY,42.49,NULL,Yes,Original,NULL,NULL,2
313,MAURITANIA                         ,682,ESAF ,7/21/1999,1999,7/20/2002,2002,NULL,NULL,P1,R3,BLANK,EBS/01/59,NO FACILITY,1999,CY,42.49,NULL,Yes,Original,NULL,NULL,3
313,MAURITANIA                         ,682,ESAF ,7/21/1999,1999,7/20/2002,2002,NULL,NULL,P1,R4,BLANK,EBS/01/181,NO FACILITY,1999,CY,42.49,NULL,Yes,Original,NULL,NULL,4
313,MAURITANIA                         ,682,ESAF ,7/21/1999,1999,12/20/2002,2002,NULL,NULL,P1,R5,BLANK,EBS/02/77,NO FACILITY,1999,CY,42.49,NULL,Yes,Revised ,NULL,5th reveiw: Authorities requested an extension of the program from 7/20/2002 to 12/20/2002 to permit the conclusion of the 6th review.,5
313,MAURITANIA                         ,682,ESAF ,7/21/1999,1999,12/20/2002,2002,NULL,NULL,P1,R6,L,EBS/02/195,NO FACILITY,1999,CY,42.49,NULL,Yes,Revised ,NULL,5th reveiw: Authorities requested an extension of the program from 7/20/2002 to 12/20/2002 to permit the conclusion of the 6th review.,6
222,MEXICO                             ,273,SBA  ,2/1/1995,1995,8/15/1996,1996,NULL,NULL,P1,OldBoardApproval,E,EBS/95/14,NO FACILITY,1995,CY,12070,NULL,Yes,Original,NULL,"The arrangement was approved for SDR 12,070 million, of which 5259.9 million disbursed upon Board approval of arrangement. This was to be augmented by up to SDR 6810.3 million less amounts sought from central banks willing to participate in Mexico's Exchange Stabilization Fund. The phasing of the additional resources would be determined at the 2nd review.",-1
222,MEXICO                             ,273,SBA  ,2/1/1995,1995,8/15/1996,1996,NULL,NULL,P1,R1,BLANK,EBS/95/47,NO FACILITY,1995,CY,12070,NULL,Yes,Original,NULL,"The arrangement was approved for SDR 12,070 million, of which 5259.9 million was disbursed upon Board approval of arrangement. This was to be augmented by up to SDR 6810.3 million less amounts sought from central banks willing to participate in Mexico's Exchange Stabilization Fund. The phasing of the additional resources would be determined at the 2nd review.",1
222,MEXICO                             ,273,SBA  ,2/1/1995,1995,8/15/1996,1996,NULL,NULL,P1,R2,BLANK,EBS/95/103,NO FACILITY,1995,CY,12070.2,NULL,Yes,Revised ,NULL,The Board had been informed earlier in the year of the decision to discontinue efforts to secure resources from central banks of countries willing to participate in Mexico's Exchange Stabilization Fund and of the consequent request for full augmentation (SDR 6810.3 million) from Fund resources.,2
222,MEXICO                             ,273,SBA  ,2/1/1995,1995,8/15/1996,1996,NULL,NULL,P1,R3,BLANK,EBS/95/210,NO FACILITY,1995,CY,12070.2,NULL,Yes,Revised ,NULL, ,3
222,MEXICO                             ,273,SBA  ,2/1/1995,1995,2/17/1997,1997,NULL,NULL,P1,R4,L,EBS/96/119,NO FACILITY,1995,CY,12070.2,NULL,Yes,Revised ,NULL,Program extended from 8/15/96 to 2/17/1997 at time of 4th review and purchases rephased.,4
300,MEXICO                             ,273,SBA  ,7/7/1999,1999,11/30/2000,2000,NULL,NULL,P1,OldBoardApproval,E,EBS/99/97,NO FACILITY,1999,CY,3103,NULL,Yes,Original,NULL,NULL,-1
300,MEXICO                             ,273,SBA  ,7/7/1999,1999,11/30/2000,2000,NULL,NULL,P1,R1,BLANK,EBS/00/40,NO FACILITY,1999,CY,3103,NULL,Yes,Original,NULL,Combined first and second reviews.,1
300,MEXICO                             ,273,SBA  ,7/7/1999,1999,11/30/2000,2000,NULL,NULL,P1,R2,BLANK,EBS/00/40,NO FACILITY,1999,CY,3103,NULL,Yes,Original,NULL,Combined first and second reviews.,2
300,MEXICO                             ,273,SBA  ,7/7/1999,1999,11/30/2000,2000,NULL,NULL,P1,R3,L,EBS/00/175,NO FACILITY,1999,CY,3103,NULL,Yes,Original,NULL,"Combined first and second reviews.  At time of third review, Mexico indicated it did not intend to use a further SDR 775.8 million in view of improved external position.",3
82,MOLDOVA                            ,921,SBA  ,12/17/1993,1993,3/16/1995,1995,12/17/1993,12/16/1994,P1,OldBoardApproval,E,EBS /93/177,STF,1994,CY,51.75,NULL,Yes,Original,NULL,"At time of Board approval, an STF in the amount of SDR22.5 million was also disbursed.",-1
82,MOLDOVA                            ,921,SBA  ,12/17/1993,1993,3/16/1995,1995,12/17/1993,12/16/1994,P1,OC  ,L,EBS/95/26,NO FACILITY,1994,CY,51.75,NULL,Yes,Revised ,NULL,NULL,0
82,MOLDOVA                            ,921,SBA  ,12/17/1993,1993,3/16/1995,1995,12/17/1993,12/16/1994,P1,R1,BLANK,EBS /94/111,STF,1994,CY,51.75,NULL,Yes,Revised ,NULL,Purchase based on end-93 p.c. was combined with completion of 1st review because net credit to govt p.c. breached at end-93.,1
82,MOLDOVA                            ,921,SBA  ,12/17/1993,1993,3/16/1995,1995,12/17/1993,12/16/1994,P1,R2,BLANK,EBS /94/225,STF,1994,CY,51.75,NULL,Yes,Revised ,NULL,NULL,2
89,MOLDOVA                            ,921,SBA  ,3/22/1995,1995,3/21/1996,1996,3/22/1995,3/21/1996,P1,OldBoardApproval,E,EBS /95/26,NO FACILITY,1995,CY,58.5,NULL,Yes,Original,NULL,NULL,-1
89,MOLDOVA                            ,921,SBA  ,3/22/1995,1995,3/21/1996,1996,NULL,NULL,P1,OC  ,L,EBS/96/68,NO FACILITY,1995,CY,58.5,NULL,Yes,Original,NULL,The arrangement expired on 3/21/96.  Three purchases were made.  The arrangement was replace by an EFF on 5/20/96.,0
89,MOLDOVA                            ,921,SBA  ,3/22/1995,1995,3/21/1996,1996,3/22/1995,3/21/1996,P1,R1,BLANK,EBS /95/94,NO FACILITY,1995,CY,58.5,NULL,Yes,Original,NULL,NULL,1
163,MOLDOVA                            ,921,EFF  ,5/20/1996,1996,5/19/1999,1999,NULL,NULL,P1,OldBoardApproval,E,EBS /96/ 68,NO FACILITY,1996,CY,135,NULL,Yes,Original,NULL,NULL,-1
163,MOLDOVA                            ,921,EFF  ,5/20/1996,1996,5/19/1999,1999,NULL,NULL,P1,R1,BLANK,EBS//96/142,NO FACILITY,1996,CY,135,NULL,Yes,Original,NULL,NULL,1
163,MOLDOVA                            ,921,EFF  ,5/20/1996,1996,5/19/1999,1999,NULL,NULL,P1,R2,BLANK,EBS/97/117,NO FACILITY,1996,CY,135,NULL,Yes,Revised ,NULL,"Owing to significant delay in completing 2nd review, the scheduled disbursement of SDR 11.25 mil. each for 11/96 and 2/97 were cancelled. One purchase added to end of arrangement and one purchase was divided in thirds and added to next three 1997 purchases to bring them to SDR 15 million.",2
163,MOLDOVA                            ,921,EFF  ,5/20/1996,1996,5/19/2000,2000,NULL,NULL,P1,R3,BLANK,EBS/98/226,NO FACILITY,1996,CY,135,NULL,Yes,Revised ,NULL,"Owing to significant delay in completing 2nd review, the scheduled disbursement of SDR 11.25 mil. each for 11/96 and 2/97 were cancelled. One purchase added to end of arrangement and one purchase was divided in thirds and added to next three 1997 purchases to bring them to SDR 15 million. Owing to significant delay in completing 3rd review, schedule completely revised to accomodate extension of arrangement to 5/2000.",3
163,MOLDOVA                            ,921,EFF  ,5/20/1996,1996,5/19/2000,2000,NULL,NULL,P1,R4,L,EBS/99/142,NO FACILITY,1996,CY,135,NULL,Yes,Revised ,NULL,"Owing to significant delay in completing 2nd review, the scheduled disbursement of SDR 11.25 mil. each for 11/96 and 2/97 were cancelled. One purchase added to end of arrangement and one purchase was divided in thirds and added to next three 1997 purchases to bring them to SDR 15 million. Owing to significant delay in completing 3rd review, schedule completely revised to accomodate extension of arrangement to 5/2000. 4th review delayed due to lack of compliance with performance criteria/benchmarks.",4
